# Analysis Group Name : Default Analysis Group
# Description : Including all applicable data files.
# Created By :dalesan@gmail.com
# Last Modified Date : 2016-12-14 05:29:49 PM
# Number of Experiments in Analysis Group : 1
# List of instrument types in the study that are imported : QuantStudio 7 Real-Time PCR System
# Normalization method : Endogenous Control = EF1A,UBC21
# Reference Sample : KOC
# Reference Group : 
# Max CT : 40.0
# Confidence Level : 95.0

"Experiment Name","Barcode","Well","Biological Group Name","Sample Name","Target Name","Task","Amp Score","Amp Status","Cq Conf","Target Efficiency","Cq","Cq (Post IC)","Eq. Cq","Quantity","Auto Threshold","Threshold","Auto Baseline","Baseline Start","Baseline Stop","Tm1","Tm2","Tm3","Cq Mean","Cq SE","Intercept","R-Squared","Slope","Efficiency","Omit","FLAGS","AMPNC","AMPSCORE","BADROX","OFFSCALE","NOAMP","NOISE","SPIKE","NOSIGNAL","NOSAMPLE","EXPFAIL","BLFAIL","THOLDFAIL","CTFAIL","HIGHSD","OUTLIERRG","MAXCT","MPOUTLIER","MTP or TM","LOWROX","PRFLOW","PRFDROP","DRNMIN","CQCONF",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A11","","WTS","SESA4","UNKNOWN","0.93138236","Amp","0.9471595","100.0","26.21004","26.21004","26.21004","-","true","0.04","true","3.0","23.0","77.02684","-","-","26.340668","0.18883352","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A12","","KOS","SESA4","UNKNOWN","0.93203115","Amp","0.9472592","100.0","26.04132","26.04132","26.04132","-","true","0.04","true","3.0","23.0","77.02684","-","-","25.742199","0.11184694","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A13","","OXS","SESA4","UNKNOWN","0.9251192","Amp","0.9451845","100.0","25.014164","25.014164","25.014164","-","true","0.04","true","3.0","22.0","76.89531","-","-","26.493538","0.6140139","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A14","","No Sample","SESA4","NTC","0.88883924","Amp","0.9033081","100.0","35.874767","35.874767","35.874767","-","true","0.04","true","3.0","33.0","76.89531","-","-","-","-","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A15","","WTC","M17","UNKNOWN","0.88446224","Amp","0.96182436","100.0","26.350153","26.350153","26.350153","-","true","0.04","true","3.0","23.0","80.446495","-","-","26.874407","0.30073908","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A16","","KOC","M17","UNKNOWN","0.87855935","Amp","0.97561944","100.0","22.808542","22.808542","22.808542","-","true","0.04","true","3.0","19.0","80.31497","-","-","23.733524","0.42391798","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A17","","OXC","M17","UNKNOWN","0.8646312","Amp","0.97097784","100.0","28.971754","28.971754","28.971754","-","true","0.04","true","3.0","26.0","80.446495","-","-","28.27679","0.32993886","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A18","","WTS","M17","UNKNOWN","0.87111723","Amp","0.96988714","100.0","19.713888","19.713888","19.713888","-","true","0.04","true","3.0","16.0","80.31497","-","-","19.79214","0.14429408","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A19","","KOS","M17","UNKNOWN","0.8746171","Amp","0.97415626","100.0","18.963818","18.963818","18.963818","-","true","0.04","true","3.0","16.0","80.31497","-","-","19.041334","0.16958603","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A20","","OXS","M17","UNKNOWN","0.86305386","Amp","0.9555778","100.0","20.073524","20.073524","20.073524","-","true","0.04","true","3.0","17.0","80.31497","-","-","21.010212","0.34299204","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","A21","","No Sample","M17","NTC","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.04","true","3.0","39.0","76.76379","80.31497","84.91835","-","-","-","-","-","-","false","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B1","","WTC","EF1A","UNKNOWN","0.8931702","Amp","0.94964975","100.0","20.414383","20.414383","20.414383","-","true","0.04","true","3.0","17.0","77.02684","-","-","20.444849","0.08537865","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B2","","KOC","EF1A","UNKNOWN","0.89911246","Amp","0.9483622","100.0","19.788887","19.788887","19.788887","-","true","0.04","true","3.0","16.0","77.02684","-","-","19.95913","0.15258299","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B3","","OXC","EF1A","UNKNOWN","0.9151727","Amp","0.971423","100.0","20.346682","20.346682","20.346682","-","true","0.04","true","3.0","17.0","77.02684","-","-","20.595488","0.18146713","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B4","","WTS","EF1A","UNKNOWN","0.91729844","Amp","0.9617816","100.0","21.377073","21.377073","21.377073","-","true","0.04","true","3.0","18.0","77.02684","-","-","21.010674","0.2275586","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B5","","KOS","EF1A","UNKNOWN","0.9154022","Amp","0.96852106","100.0","20.581652","20.581652","20.581652","-","true","0.04","true","3.0","17.0","77.02684","-","-","20.80746","0.17158726","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B6","","OXS","EF1A","UNKNOWN","0.91921896","Amp","0.9497702","100.0","21.268831","21.268831","21.268831","-","true","0.04","true","3.0","18.0","77.02684","-","-","20.897165","0.18396592","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B7","","No Sample","EF1A","NTC","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.04","true","3.0","39.0","70.056","77.02684","73.87023","-","-","-","-","-","-","false","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B8","","WTC","SESA4","UNKNOWN","0.9039816","Amp","0.94596946","100.0","30.896204","30.896204","30.896204","-","true","0.04","true","3.0","28.0","76.89531","-","-","31.150429","0.42225367","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B9","","KOC","SESA4","UNKNOWN","0.92631006","Amp","0.941474","100.0","28.26079","28.26079","28.26079","-","true","0.04","true","3.0","25.0","76.89531","-","-","28.62054","0.26059675","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B10","","OXC","SESA4","UNKNOWN","0.91532737","Amp","0.9357826","100.0","30.534878","30.534878","30.534878","-","true","0.04","true","3.0","27.0","76.89531","-","-","30.788279","0.13039483","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B11","","WTS","SESA4","UNKNOWN","0.9194362","Amp","0.9445309","100.0","26.589457","26.589457","26.589457","-","true","0.04","true","3.0","23.0","76.89531","-","-","26.340668","0.18883352","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B12","","KOS","SESA4","UNKNOWN","0.9198697","Amp","0.939448","100.0","25.621141","25.621141","25.621141","-","true","0.04","true","3.0","22.0","76.89531","-","-","25.742199","0.11184694","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B13","","OXS","SESA4","UNKNOWN","0.9231155","Amp","0.9513502","100.0","25.961985","25.961985","25.961985","-","true","0.04","true","3.0","23.0","76.89531","-","-","26.493538","0.6140139","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B14","","No Sample","SESA4","NTC","0.90412855","Amp","0.8989953","100.0","34.46177","34.46177","34.46177","-","true","0.04","true","3.0","31.0","76.76379","-","-","-","-","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B15","","WTC","M17","UNKNOWN","0.8788511","Amp","0.96833426","100.0","26.402472","26.402472","26.402472","-","true","0.04","true","3.0","23.0","80.446495","-","-","26.874407","0.30073908","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B16","","KOC","M17","UNKNOWN","0.8653784","Amp","0.95841837","100.0","23.22951","23.22951","23.22951","-","true","0.04","true","3.0","20.0","80.31497","-","-","23.733524","0.42391798","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B17","","OXC","M17","UNKNOWN","0.8826866","Amp","0.94814396","100.0","28.588062","28.588062","28.588062","-","true","0.04","true","3.0","25.0","80.31497","-","-","28.27679","0.32993886","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B18","","WTS","M17","UNKNOWN","0.8781059","Amp","0.9761925","100.0","19.987028","19.987028","19.987028","-","true","0.04","true","3.0","17.0","80.31497","-","-","19.79214","0.14429408","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B19","","KOS","M17","UNKNOWN","0.8798517","Amp","0.9532793","100.0","18.651348","18.651348","18.651348","-","true","0.04","true","3.0","15.0","80.31497","-","-","19.041334","0.16958603","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B20","","OXS","M17","UNKNOWN","0.8485504","Amp","0.9495514","100.0","21.057997","21.057997","21.057997","-","true","0.04","true","3.0","18.0","80.31497","-","-","21.010212","0.34299204","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","B21","","No Sample","M17","NTC","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.04","true","3.0","39.0","69.92447","80.05192","77.02684","-","-","-","-","-","-","false","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C1","","WTC","EF1A","UNKNOWN","0.89632535","Amp","0.9410244","100.0","20.618872","20.618872","20.618872","-","true","0.04","true","3.0","17.0","77.02684","-","-","20.444849","0.08537865","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C2","","KOC","EF1A","UNKNOWN","0.91065824","Amp","0.94415534","100.0","19.79571","19.79571","19.79571","-","true","0.04","true","3.0","16.0","77.02684","-","-","19.95913","0.15258299","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C3","","OXC","EF1A","UNKNOWN","0.9213651","Amp","0.96713805","100.0","20.23364","20.23364","20.23364","-","true","0.04","true","3.0","17.0","77.02684","-","-","20.595488","0.18146713","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C4","","WTS","EF1A","UNKNOWN","0.9188239","Amp","0.94891024","100.0","21.297998","21.297998","21.297998","-","true","0.04","true","3.0","18.0","77.02684","-","-","21.010674","0.2275586","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C5","","KOS","EF1A","UNKNOWN","0.9210525","Amp","0.952444","100.0","21.05746","21.05746","21.05746","-","true","0.04","true","3.0","18.0","77.02684","-","-","20.80746","0.17158726","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C6","","OXS","EF1A","UNKNOWN","0.9199229","Amp","0.9579953","100.0","21.135477","21.135477","21.135477","-","true","0.04","true","3.0","18.0","77.02684","-","-","20.897165","0.18396592","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C7","","No Sample","EF1A","NTC","0.0","No Amp","0.0","100.0","Undetermined","Undetermined","Undetermined","-","true","0.04","true","3.0","39.0","76.76379","82.024796","86.62818","-","-","-","-","-","-","false","2.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C8","","WTC","SESA4","UNKNOWN","0.919676","Amp","0.9429081","100.0","30.98834","30.98834","30.98834","-","true","0.04","true","3.0","28.0","76.89531","-","-","31.150429","0.42225367","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C9","","KOC","SESA4","UNKNOWN","0.9196516","Amp","0.9382943","100.0","29.0113","29.0113","29.0113","-","true","0.04","true","3.0","26.0","76.89531","-","-","28.62054","0.26059675","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C10","","OXC","SESA4","UNKNOWN","0.9165962","Amp","0.9457893","100.0","30.595451","30.595451","30.595451","-","true","0.04","true","3.0","27.0","76.89531","-","-","30.788279","0.13039483","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C11","","WTS","SESA4","UNKNOWN","0.91781276","Amp","0.9431321","100.0","26.695082","26.695082","26.695082","-","true","0.04","true","3.0","23.0","76.89531","-","-","26.340668","0.18883352","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C12","","KOS","SESA4","UNKNOWN","0.9319509","Amp","0.94841313","100.0","25.775919","25.775919","25.775919","-","true","0.04","true","3.0","22.0","76.89531","-","-","25.742199","0.11184694","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C13","","OXS","SESA4","UNKNOWN","0.9167769","Amp","0.9493653","100.0","27.623802","27.623802","27.623802","-","true","0.04","true","3.0","24.0","76.89531","-","-","26.493538","0.6140139","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
"2016-12-14 123426 - newscl30aDEGsPart1.eds","","C14","","No Sample","SESA4","NTC","0.892203","Amp","0.9289349","100.0","33.750828","33.750828","33.750828","-","true","0.04","true","3.0","30.0","76.50073","-","-","-","-","-","-","-","-","false","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0",
